hc_id,year,hc_type,HealthCenterName,AK
'093110,2019,fqhc,ALTA MED HEALTH SERVICES CORPORATION,CA
'093110,2018,fqhc,ALTA MED HEALTH SERVICES CORPORATION,CA
'093110,2017,fqhc,ALTA MED HEALTH SERVICES CORPORATION,FL
'093110,2016,fqhc,ALTA MED HEALTH SERVICES CORPORATION,IA
'093110,2015,fqhc,ALTA MED HEALTH SERVICES CORPORATION,KS
'093110,2014,fqhc,ALTA MED HEALTH SERVICES CORPORATION,MA
'093110,2013,fqhc,ALTA MED HEALTH SERVICES CORPORATION,MI
'093110,2012,fqhc,ALTA MED HEALTH SERVICES CORPORATION,MS
'093110,2011,fqhc,ALTA MED HEALTH SERVICES CORPORATION,NJ
'1444,2010,fqhc,ALTA MED HEALTH SERVICES CORPORATION,NY
'324,2009,fqhc,ALTA MED HEALTH SERVICES CORPORATION,OH
'312,2008,fqhc,ALTA MED HEALTH SERVICES CORPORATION,PA
'1886,2007,fqhc,Alta Med Health Services Corporation,TN
'1425,2005,fqhc,Altamed Health Services Corp.,VA
'1667,2004,fqhc,Altamed Health Services Corp.,WV
'2916,2006,fqhc,Altamed Health Services Corporation,TX
'04E01304,2019,fqhc,"ALTAPOINTE HEALTH SYSTEMS, INC.",AL
'04E01304,2018,lookalike,"ALTAPOINTE HEALTH SYSTEMS, INC.",CA
'095340,2019,fqhc,ALTURA CENTERS FOR HEALTH,CA
'095340,2018,fqhc,ALTURA CENTERS FOR HEALTH,CA
'095340,2017,fqhc,ALTURA CENTERS FOR HEALTH,FL
'095340,2016,fqhc,ALTURA CENTERS FOR HEALTH,IA
'2707,2006,fqhc,Alvin Community Health Endeavor,TX
'09E01200,2019,fqhc,AMERICAN INDIAN HEALTH & SERVICES,CA
'09E01200,2018,fqhc,AMERICAN INDIAN HEALTH & SERVICES,CA
'09E01200,2017,fqhc,AMERICAN INDIAN HEALTH & SERVICES,FL
'09E01200,2016,fqhc,AMERICAN INDIAN HEALTH & SERVICES,IA
'09E01200,2015,fqhc,AMERICAN INDIAN HEALTH & SERVICES,KS
'099040,2019,fqhc,AMERICAN SAMOA GOVERNMENT DEPT OF HEALTH,CA
'099040,2018,fqhc,AMERICAN SAMOA GOVERNMENT DEPT OF HEALTH,CA
'099040,2017,fqhc,AMERICAN SAMOA GOVERNMENT DEPT OF HEALTH,FL
'099040,2016,fqhc,AMERICAN SAMOA GOVERNMENT DEPT OF HEALTH,IA
'099040,2015,fqhc,AMERICAN SAMOA GOVERNMENT DEPT OF HEALTH,KS
'099040,2014,fqhc,AMERICAN SAMOA GOVERNMENT DEPT OF HEALTH,MA
'099040,2013,fqhc,AMERICAN SAMOA GOVERNMENT DEPT OF HEALTH,MI
'099040,2012,fqhc,AMERICAN SAMOA GOVERNMENT DEPT OF HEALTH,MT
'099040,2011,fqhc,AMERICAN SAMOA GOVERNMENT DEPT OF HEALTH,NJ
'1709,2010,fqhc,AMERICAN SAMOA GOVERNMENT DEPT OF HEALTH,NY
'591,2009,fqhc,AMERICAN SAMOA GOVERNMENT DEPT OF HEALTH,OK
'563,2008,fqhc,AMERICAN SAMOA GOVERNMENT DEPT OF HEALTH,PA
'1658,2007,fqhc,Amistad Community Health Center,SC
'0627970,2019,fqhc,AMISTAD COMMUNITY HEALTH CENTER INCORPORATED,AZ
'0627970,2018,fqhc,AMISTAD COMMUNITY HEALTH CENTER INCORPORATED,CA
'0627970,2017,fqhc,AMISTAD COMMUNITY HEALTH CENTER INCORPORATED,CT
'0627970,2016,fqhc,AMISTAD COMMUNITY HEALTH CENTER INCORPORATED,GA
'0627970,2015,fqhc,AMISTAD COMMUNITY HEALTH CENTER INCORPORATED,IN
'0627970,2014,fqhc,AMISTAD COMMUNITY HEALTH CENTER INCORPORATED,MA
'0627970,2013,fqhc,AMISTAD COMMUNITY HEALTH CENTER INCORPORATED,MI
'0627970,2012,fqhc,AMISTAD COMMUNITY HEALTH CENTER INCORPORATED,MT
'0627970,2011,fqhc,AMISTAD COMMUNITY HEALTH CENTER INCORPORATED,NJ
'1782,2010,fqhc,Amistad Community Health Center Incorporated,NY
'665,2009,fqhc,Amistad Community Health Center Incorporated,OK
'635,2008,fqhc,Amistad Community Health Center Incorporated,PA
'1053,2005,fqhc,"Amite County Medical Services, Inc",UT
'972,2004,fqhc,"Amite County Medical Services, Inc",WA
'045780,2019,fqhc,"AMITE COUNTY MEDICAL SERVICES, INC.",AL
'045780,2018,fqhc,"AMITE COUNTY MEDICAL SERVICES, INC.",CA
'045780,2017,fqhc,"AMITE COUNTY MEDICAL SERVICES, INC.",CO
'045780,2016,fqhc,"AMITE COUNTY MEDICAL SERVICES, INC.",GA
'045780,2015,fqhc,"AMITE COUNTY MEDICAL SERVICES, INC.",IL
'045780,2014,fqhc,"AMITE COUNTY MEDICAL SERVICES, INC.",LA
'045780,2013,fqhc,"AMITE COUNTY MEDICAL SERVICES, INC.",ME
'045780,2012,fqhc,"AMITE COUNTY MEDICAL SERVICES, INC.",MS
'045780,2011,fqhc,"AMITE COUNTY MEDICAL SERVICES, INC.",ND
'1825,2010,fqhc,"AMITE COUNTY MEDICAL SERVICES, INC.",NY
'710,2009,fqhc,"AMITE COUNTY MEDICAL SERVICES, INC.",OK
'678,2008,fqhc,"AMITE COUNTY MEDICAL SERVICES, INC.",PA
'1659,2007,fqhc,"Amite County Medical Services, Inc.",SC
'2017,2006,fqhc,"Amite County Medical Services, Inc.",TX
'1303,2007,fqhc,"Ammonoosuc Community Health Services, Inc.",RI
'2369,2006,fqhc,"Ammonoosuc Community Health Services, Inc.",TX
'010980,2019,fqhc,"AMMONOOSUC COMMUNITY HEALTH SRVS, INC.",AK
'010980,2018,fqhc,"AMMONOOSUC COMMUNITY HEALTH SRVS, INC.",CA
'010980,2017,fqhc,"AMMONOOSUC COMMUNITY HEALTH SRVS, INC.",CA
'010980,2016,fqhc,"AMMONOOSUC COMMUNITY HEALTH SRVS, INC.",FL
'010980,2015,fqhc,"AMMONOOSUC COMMUNITY HEALTH SRVS, INC.",ID
'010980,2014,fqhc,"AMMONOOSUC COMMUNITY HEALTH SRVS, INC.",KY
'010980,2013,fqhc,"AMMONOOSUC COMMUNITY HEALTH SRVS, INC.",MD
'010980,2012,fqhc,"AMMONOOSUC COMMUNITY HEALTH SRVS, INC.",MO
'010980,2011,fqhc,"AMMONOOSUC COMMUNITY HEALTH SRVS, INC.",NC
'2037,2010,fqhc,"AMMONOOSUC COMMUNITY HEALTH SRVS, INC.",NY
'922,2009,fqhc,"AMMONOOSUC COMMUNITY HEALTH SRVS, INC.",OR
'885,2008,fqhc,"AMMONOOSUC COMMUNITY HEALTH SRVS, INC.",PR
'1290,2005,fqhc,"Ammonoosuc Community Hlth Svcs, Inc",VA
'1140,2004,fqhc,"Ammonoosuc Community Hlth Svcs, Inc",WI
'090850,2019,fqhc,AMPLA HEALTH,CA
'090850,2018,fqhc,AMPLA HEALTH,CA
'090850,2017,fqhc,AMPLA HEALTH,FL
'090850,2016,fqhc,AMPLA HEALTH,HI
'090850,2015,fqhc,AMPLA HEALTH,IN
'090850,2014,fqhc,AMPLA HEALTH,MA
'090850,2013,fqhc,AMPLA HEALTH,MI
'090850,2012,fqhc,AMPLA HEALTH,MO
'090850,2011,fqhc,AMPLA HEALTH,NJ
'2483,2006,fqhc,Anchorage Neighborhood Health,TX
'2021,2005,fqhc,Anchorage Neighborhood Health,WA
'1148,2004,fqhc,Anchorage Neighborhood Health,WI
'100020,2019,fqhc,ANCHORAGE NEIGHBORHOOD HEALTH CENTER,CA
'100020,2018,fqhc,ANCHORAGE NEIGHBORHOOD HEALTH CENTER,CA
'100020,2017,fqhc,ANCHORAGE NEIGHBORHOOD HEALTH CENTER,FL
'100020,2016,fqhc,ANCHORAGE NEIGHBORHOOD HEALTH CENTER,IA
'100020,2015,fqhc,ANCHORAGE NEIGHBORHOOD HEALTH CENTER,KS
'100020,2014,fqhc,ANCHORAGE NEIGHBORHOOD HEALTH CENTER,MA
'100020,2013,fqhc,ANCHORAGE NEIGHBORHOOD HEALTH CENTER,MN
'100020,2012,fqhc,ANCHORAGE NEIGHBORHOOD HEALTH CENTER,MT
'100020,2011,fqhc,ANCHORAGE NEIGHBORHOOD HEALTH CENTER,NM
'1172,2010,fqhc,ANCHORAGE NEIGHBORHOOD HEALTH CENTER,NM
'48,2009,fqhc,ANCHORAGE NEIGHBORHOOD HEALTH CENTER,OH
'47,2008,fqhc,ANCHORAGE NEIGHBORHOOD HEALTH CENTER,OR
'1756,2007,fqhc,Anchorage Neighborhood Health Center,SD
'09E00102,2019,fqhc,"ANDERSON VALLEY HEALTH CENTER, INC",CA
'09E00102,2018,fqhc,"ANDERSON VALLEY HEALTH CENTER, INC",CA
'09E00102,2017,fqhc,"ANDERSON VALLEY HEALTH CENTER, INC",FL
'09E00102,2016,fqhc,"ANDERSON VALLEY HEALTH CENTER, INC",IA
'09E00102,2015,fqhc,"ANDERSON VALLEY HEALTH CENTER, INC",KS
'09E00102,2014,fqhc,"ANDERSON VALLEY HEALTH CENTER, INC",MA
'09E00102,2013,fqhc,"ANDERSON VALLEY HEALTH CENTER, INC",MN
'09E00102,2012,fqhc,"ANDERSON VALLEY HEALTH CENTER, INC",MT
'09E00102,2011,fqhc,"ANDERSON VALLEY HEALTH CENTER, INC",NJ
'044230,2019,fqhc,ANSON REGIONAL MEDICAL SERVICES,AL
'044230,2018,fqhc,ANSON REGIONAL MEDICAL SERVICES,CA
'044230,2017,fqhc,ANSON REGIONAL MEDICAL SERVICES,CA
'044230,2016,fqhc,ANSON REGIONAL MEDICAL SERVICES,GA
'044230,2015,fqhc,ANSON REGIONAL MEDICAL SERVICES,IL
'044230,2014,fqhc,ANSON REGIONAL MEDICAL SERVICES,LA
'044230,2013,fqhc,ANSON REGIONAL MEDICAL SERVICES,ME
'044230,2012,fqhc,ANSON REGIONAL MEDICAL SERVICES,MN
'044230,2011,fqhc,ANSON REGIONAL MEDICAL SERVICES,ND
'2000,2010,fqhc,ANSON REGIONAL MEDICAL SERVICES,NY
'885,2009,fqhc,ANSON REGIONAL MEDICAL SERVICES,OR
'848,2008,fqhc,ANSON REGIONAL MEDICAL SERVICES,PR
'1585,2005,fqhc,Anson Regional Medical Services,VA
'1476,2007,fqhc,"Anson Regional Medical Services, Inc.",SC
'2510,2006,fqhc,"Anson Regional Medical Services, Inc.",TX
'1623,2004,fqhc,"Anson Regional Medical Services, Inc.",WV
'09E01050,2018,fqhc,ANTELOPE VALLEY COMMUNITY CLINIC,CA
'09E01050,2017,fqhc,ANTELOPE VALLEY COMMUNITY CLINIC,FL
'09E01050,2016,fqhc,ANTELOPE VALLEY COMMUNITY CLINIC,IA
'09E01050,2015,fqhc,ANTELOPE VALLEY COMMUNITY CLINIC,KS
'09E01050,2014,fqhc,ANTELOPE VALLEY COMMUNITY CLINIC,MA
'022070,2019,fqhc,ANTHONY L. JORDAN HEALTH CORPORATION,AK
'022070,2018,fqhc,ANTHONY L. JORDAN HEALTH CORPORATION,CA
'022070,2017,fqhc,ANTHONY L. JORDAN HEALTH CORPORATION,CA
'022070,2016,fqhc,ANTHONY L. JORDAN HEALTH CORPORATION,FL
'022070,2015,fqhc,ANTHONY L. JORDAN HEALTH CORPORATION,IL
'022070,2014,fqhc,ANTHONY L. JORDAN HEALTH CORPORATION,KY
'022070,2013,fqhc,ANTHONY L. JORDAN HEALTH CORPORATION,MD
'022070,2012,fqhc,ANTHONY L. JORDAN HEALTH CORPORATION,MS
'022070,2011,fqhc,ANTHONY L. JORDAN HEALTH CORPORATION,NC
'02E01173,2019,fqhc,APICHA COMMUNITY HEALTH CENTER,AK
'02E01173,2018,fqhc,APICHA COMMUNITY HEALTH CENTER,CA
'02E01173,2017,fqhc,APICHA COMMUNITY HEALTH CENTER,CA
'02E01173,2016,fqhc,APICHA COMMUNITY HEALTH CENTER,FL
'02E01173,2015,fqhc,APICHA COMMUNITY HEALTH CENTER,IL
'09E01052,2019,fqhc,APLA HEALTH & WELLNESS,CA
'09E01052,2018,fqhc,APLA HEALTH & WELLNESS,CA
'09E01052,2017,fqhc,APLA HEALTH & WELLNESS,FL
'09E01052,2016,fqhc,APLA HEALTH & WELLNESS,IA
'09E01052,2015,fqhc,APLA HEALTH & WELLNESS,KS
'09E01052,2014,fqhc,APLA HEALTH & WELLNESS,MA
'04E01177,2019,fqhc,APPALACHIAN DISTRICT HEALTH DEPARTMENT,AL
'04E01177,2018,fqhc,APPALACHIAN DISTRICT HEALTH DEPARTMENT,CA
'04E01177,2017,fqhc,APPALACHIAN DISTRICT HEALTH DEPARTMENT,CO
'04E01177,2016,fqhc,APPALACHIAN DISTRICT HEALTH DEPARTMENT,GA
'04E01177,2015,fqhc,APPALACHIAN DISTRICT HEALTH DEPARTMENT,IL
'04E01135,2019,fqhc,APPALACHIAN MOUNTAIN COMMUNITY HEALTH CENTERS.,AL
'04E01135,2018,fqhc,APPALACHIAN MOUNTAIN COMMUNITY HEALTH CENTERS.,CA
'04E01135,2017,fqhc,APPALACHIAN MOUNTAIN COMMUNITY HEALTH CENTERS.,CO
'04E01135,2016,fqhc,APPALACHIAN MOUNTAIN COMMUNITY HEALTH CENTERS.,GA
'04E01135,2015,fqhc,APPALACHIAN MOUNTAIN COMMUNITY HEALTH CENTERS.,IL
'060940,2019,fqhc,ARCARE,AS
'060940,2018,fqhc,ARCARE,CA
'060940,2017,fqhc,ARCARE,CT
'060940,2016,fqhc,ARCARE,GA
'060940,2015,fqhc,ARCARE,IN
'060940,2014,fqhc,ARCARE,MA
'060940,2013,fqhc,ARCARE,MI
'060940,2012,fqhc,ARCARE,MS
'060940,2011,fqhc,ARCARE,NH
'1153,2010,fqhc,ARcare,NM
'06E00035,2019,fqhc,"ARKANSAS VERDIGRIS VALLEY HEALTH CENTERS, INC.",AZ
'06E00035,2018,fqhc,"ARKANSAS VERDIGRIS VALLEY HEALTH CENTERS, INC.",CA
'06E00035,2017,fqhc,"ARKANSAS VERDIGRIS VALLEY HEALTH CENTERS, INC.",CT
'06E00035,2016,fqhc,"ARKANSAS VERDIGRIS VALLEY HEALTH CENTERS, INC.",HI
'06E00035,2015,fqhc,"ARKANSAS VERDIGRIS VALLEY HEALTH CENTERS, INC.",IN
'06E00035,2014,fqhc,"ARKANSAS VERDIGRIS VALLEY HEALTH CENTERS, INC.",MA
'06E00035,2013,fqhc,"ARKANSAS VERDIGRIS VALLEY HEALTH CENTERS, INC.",MI
'06E00035,2012,fqhc,"ARKANSAS VERDIGRIS VALLEY HEALTH CENTERS, INC.",MO
'06E00035,2011,fqhc,"ARKANSAS VERDIGRIS VALLEY HEALTH CENTERS, INC.",NJ
'2074,2010,fqhc,"Arkansas Verdigris Valley Health Centers, Inc.",NY
'959,2009,fqhc,"Arkansas Verdigris Valley Health Centers, Inc.",OR
'2365,2007,fqhc,Arroyo Centro De Salud Familiar,TX
'093160,2012,fqhc,ARROYO VISTA FAMILY HEALTH CENTER,MN
'093160,2011,fqhc,ARROYO VISTA FAMILY HEALTH CENTER,NJ
'1125,2010,fqhc,ARROYO VISTA FAMILY HEALTH CENTER,NM
'1,2009,fqhc,ARROYO VISTA FAMILY HEALTH CENTER,NY
'1,2008,fqhc,ARROYO VISTA FAMILY HEALTH CENTER,OR
'093160,2019,fqhc,ARROYO VISTA FAMILY HEALTH FOUNDATION,CA
'093160,2018,fqhc,ARROYO VISTA FAMILY HEALTH FOUNDATION,CA
'093160,2017,fqhc,ARROYO VISTA FAMILY HEALTH FOUNDATION,FL
'093160,2016,fqhc,ARROYO VISTA FAMILY HEALTH FOUNDATION,IA
'093160,2015,fqhc,ARROYO VISTA FAMILY HEALTH FOUNDATION,KS
'093160,2014,fqhc,ARROYO VISTA FAMILY HEALTH FOUNDATION,MA
'093160,2013,fqhc,ARROYO VISTA FAMILY HEALTH FOUNDATION,MI
'1778,2007,fqhc,Arroyo Vista Family Health Foundation,SD
'2206,2006,fqhc,Arroyo Vista Family Health Foundation,TX
'1623,2005,fqhc,Arroyo Vista Family Health Foundation,VI
'1002,2004,fqhc,Arroyo Vista Family Health Foundation,WA
'2880,2006,fqhc,Asher Clinic,TX
'102400,2019,fqhc,ASHER COMMUNITY HEALTH CENTER,CA
'102400,2018,fqhc,ASHER COMMUNITY HEALTH CENTER,CA
'102400,2017,fqhc,ASHER COMMUNITY HEALTH CENTER,FL
'102400,2016,fqhc,ASHER COMMUNITY HEALTH CENTER,ID
'102400,2015,fqhc,ASHER COMMUNITY HEALTH CENTER,KY
'102400,2014,fqhc,ASHER COMMUNITY HEALTH CENTER,MA
'102400,2013,fqhc,ASHER COMMUNITY HEALTH CENTER,MN
'102400,2012,fqhc,ASHER COMMUNITY HEALTH CENTER,MT
'102400,2011,fqhc,ASHER COMMUNITY HEALTH CENTER,NM
'1618,2010,fqhc,Asher Community Health Center,NY
'496,2009,fqhc,Asher Community Health Center,OH
'475,2008,fqhc,Asher Community Health Center,PA
'1588,2007,fqhc,Asher Community Health Center,SC
'1466,2005,fqhc,Asher Community Health Center,VA
'085900,2014,fqhc,ASHLAND COMMUNITY HEALTH CENTER,MA
'085900,2013,fqhc,ASHLAND COMMUNITY HEALTH CENTER,MI
'085900,2012,fqhc,ASHLAND COMMUNITY HEALTH CENTER,MT
'085900,2011,fqhc,ASHLAND COMMUNITY HEALTH CENTER,NJ
'2076,2010,fqhc,ASHLAND COMMUNITY HEALTH CENTER,NY
'961,2009,fqhc,ASHLAND COMMUNITY HEALTH CENTER,OR
'923,2008,fqhc,ASHLAND COMMUNITY HEALTH CENTER,PR
'1957,2007,fqhc,Ashland Community Health Center,TN
'2248,2006,fqhc,Ashland Community Health Center,TX
'1326,2005,fqhc,Ashland Community Health Center,VA
'1203,2004,fqhc,Ashland Community Health Center,WI
'06E00130,2019,fqhc,ASIAN AMERICAN HEALTH COALITION DBA HOPE CLINIC,AZ
'06E00130,2018,fqhc,ASIAN AMERICAN HEALTH COALITION DBA HOPE CLINIC,CA
'06E00130,2017,fqhc,ASIAN AMERICAN HEALTH COALITION DBA HOPE CLINIC,CT
'06E00130,2016,fqhc,ASIAN AMERICAN HEALTH COALITION DBA HOPE CLINIC,HI
'06E00130,2015,fqhc,ASIAN AMERICAN HEALTH COALITION DBA HOPE CLINIC,IN
'06E00130,2014,fqhc,ASIAN AMERICAN HEALTH COALITION DBA HOPE CLINIC,MA
'06E00130,2013,fqhc,ASIAN AMERICAN HEALTH COALITION DBA HOPE CLINIC,MI
'06E00130,2012,fqhc,ASIAN AMERICAN HEALTH COALITION DBA HOPE CLINIC,MS
'09E01091,2019,fqhc,"ASIAN AMERICANS FOR COMMUNITY INVOLVEMENT OF SANTA CLARA, INC, THE",CA
'09E01091,2018,fqhc,"ASIAN AMERICANS FOR COMMUNITY INVOLVEMENT OF SANTA CLARA, INC, THE",CA
'09E01091,2017,fqhc,"ASIAN AMERICANS FOR COMMUNITY INVOLVEMENT OF SANTA CLARA, INC, THE",FL
'09E01091,2016,fqhc,"ASIAN AMERICANS FOR COMMUNITY INVOLVEMENT OF SANTA CLARA, INC, THE",IA
'09E01091,2015,fqhc,"ASIAN AMERICANS FOR COMMUNITY INVOLVEMENT OF SANTA CLARA, INC, THE",KS
'09E01091,2014,fqhc,"ASIAN AMERICANS FOR COMMUNITY INVOLVEMENT OF SANTA CLARA, INC, THE",MA
'09E01174,2019,fqhc,"ASIAN AND PACIFIC ISLANDER WELLNESS CENTER, INC.",CA
'09E01174,2018,fqhc,"ASIAN AND PACIFIC ISLANDER WELLNESS CENTER, INC.",CA
'09E01174,2017,fqhc,"ASIAN AND PACIFIC ISLANDER WELLNESS CENTER, INC.",FL
'09E01174,2016,fqhc,"ASIAN AND PACIFIC ISLANDER WELLNESS CENTER, INC.",IA
'09E01174,2015,fqhc,"ASIAN AND PACIFIC ISLANDER WELLNESS CENTER, INC.",KS
'091030,2012,fqhc,ASIAN HEALTH SERVICES,MO
'091030,2011,fqhc,ASIAN HEALTH SERVICES,NJ
'1536,2010,fqhc,ASIAN HEALTH SERVICES,NY
'415,2009,fqhc,ASIAN HEALTH SERVICES,OH
'400,2008,fqhc,ASIAN HEALTH SERVICES,PA
'1796,2007,fqhc,Asian Health Services,SD
'2963,2006,fqhc,Asian Health Services,TX
'1718,2005,fqhc,Asian Health Services,VT
'1340,2004,fqhc,Asian Health Services,WV
'091030,2019,fqhc,"ASIAN HEALTH SERVICES, INC.",CA
'091030,2018,fqhc,"ASIAN HEALTH SERVICES, INC.",CA
'091030,2017,fqhc,"ASIAN HEALTH SERVICES, INC.",FL
'091030,2016,fqhc,"ASIAN HEALTH SERVICES, INC.",HI
'091030,2015,fqhc,"ASIAN HEALTH SERVICES, INC.",IN
'091030,2014,fqhc,"ASIAN HEALTH SERVICES, INC.",MA
'091030,2013,fqhc,"ASIAN HEALTH SERVICES, INC.",MI
'0518270,2019,fqhc,"ASIAN HUMAN SERVICES FAMILY HEALTH CENTER, INC.",AR
'0518270,2018,fqhc,"ASIAN HUMAN SERVICES FAMILY HEALTH CENTER, INC.",CA
'0518270,2017,fqhc,"ASIAN HUMAN SERVICES FAMILY HEALTH CENTER, INC.",CO
'0518270,2016,fqhc,"ASIAN HUMAN SERVICES FAMILY HEALTH CENTER, INC.",GA
'0518270,2015,fqhc,"ASIAN HUMAN SERVICES FAMILY HEALTH CENTER, INC.",IL
'0518270,2014,fqhc,"ASIAN HUMAN SERVICES FAMILY HEALTH CENTER, INC.",LA
'0518270,2013,fqhc,"ASIAN HUMAN SERVICES FAMILY HEALTH CENTER, INC.",MI
'0518270,2012,fqhc,"ASIAN HUMAN SERVICES FAMILY HEALTH CENTER, INC.",MT
'0518270,2011,fqhc,"ASIAN HUMAN SERVICES FAMILY HEALTH CENTER, INC.",NE
'1574,2010,fqhc,"Asian Human Services Family Health Center, Inc.",NY
'453,2009,fqhc,"Asian Human Services Family Health Center, Inc.",OH
'436,2008,fqhc,"Asian Human Services Family Health Center, Inc.",PA
'2097,2007,fqhc,"Asian Human Services Family Health Center, Inc.",TN
'2816,2006,fqhc,"Asian Human Services Family Health Center, Inc.",TX
'1877,2005,fqhc,"Asian Human Services Family Health Center, Inc.",WA
'1464,2004,fqhc,"Asian Human Services Family Health Center, Inc.",WV
'091040,2019,fqhc,ASIAN PACIFIC HEALTH CARE VENTURE,CA
'091040,2018,fqhc,ASIAN PACIFIC HEALTH CARE VENTURE,CA
'091040,2017,fqhc,ASIAN PACIFIC HEALTH CARE VENTURE,FL
'091040,2016,fqhc,ASIAN PACIFIC HEALTH CARE VENTURE,HI
'091040,2015,fqhc,ASIAN PACIFIC HEALTH CARE VENTURE,IN
'091040,2014,fqhc,ASIAN PACIFIC HEALTH CARE VENTURE,MA
'091040,2013,fqhc,ASIAN PACIFIC HEALTH CARE VENTURE,MI
'091040,2012,fqhc,ASIAN PACIFIC HEALTH CARE VENTURE,MT
'091040,2011,fqhc,ASIAN PACIFIC HEALTH CARE VENTURE,NJ
'1150,2010,fqhc,ASIAN PACIFIC HEALTH CARE VENTURE,NM
'26,2009,fqhc,ASIAN PACIFIC HEALTH CARE VENTURE,OH
'26,2008,fqhc,ASIAN PACIFIC HEALTH CARE VENTURE,OR
'2858,2006,fqhc,"Asian Pacific Health Care Venture, Inc.",TX
'1540,2005,fqhc,"ASIAN PACIFIC HEALTH CARE VENTURE, INC.",VA
'05E00131,2019,fqhc,"ASIAN SERVICES IN ACTION, INC",AR
'05E00131,2018,fqhc,"ASIAN SERVICES IN ACTION, INC",CA
'05E00131,2017,fqhc,"ASIAN SERVICES IN ACTION, INC",CT
'05E00131,2016,fqhc,"ASIAN SERVICES IN ACTION, INC",GA
'05E00131,2015,fqhc,"ASIAN SERVICES IN ACTION, INC",IL
'05E00131,2014,fqhc,"ASIAN SERVICES IN ACTION, INC",LA
'1095,2004,fqhc,Asian/Pacific Health Care,WI
'1391,2007,fqhc,Asian/Pacific Health Care Venture,SC
'05E01271,2019,lookalike,ASPIRE HEALTH CENTER,AK
'05E01271,2018,lookalike,ASPIRE HEALTH CENTER,CA
'05E01271,2017,lookalike,ASPIRE HEALTH CENTER,CA
'2426,2006,fqhc,"Atascosa (RHI) Health Clinic, Inc.",TX
'1563,2005,fqhc,"Atascosa (RHI) Health Clinic, Inc.",VA
'1229,2004,fqhc,"Atascosa (RHI) Health Clinic, Inc.",WI
'062390,2019,fqhc,"ATASCOSA HEALTH CENTER, INC.",AZ
'062390,2018,fqhc,"ATASCOSA HEALTH CENTER, INC.",CA
'062390,2017,fqhc,"ATASCOSA HEALTH CENTER, INC.",CT
'062390,2016,fqhc,"ATASCOSA HEALTH CENTER, INC.",GA
'062390,2015,fqhc,"ATASCOSA HEALTH CENTER, INC.",IN
'062390,2014,fqhc,"ATASCOSA HEALTH CENTER, INC.",MA
'062390,2013,fqhc,"ATASCOSA HEALTH CENTER, INC.",MI
'062390,2012,fqhc,"ATASCOSA HEALTH CENTER, INC.",NC
'062390,2011,fqhc,"ATASCOSA HEALTH CENTER, INC.",NH
'1724,2010,fqhc,"ATASCOSA HEALTH CENTER, INC.",NY
'606,2009,fqhc,"ATASCOSA HEALTH CENTER, INC.",OK
'577,2008,fqhc,"ATASCOSA HEALTH CENTER, INC.",PA
'1370,2007,fqhc,Atascosa Health Clinic,SC
'07E01216,2019,fqhc,ATCHISON COMMUNITY HEALTH CLINIC,AZ
'07E01216,2018,fqhc,ATCHISON COMMUNITY HEALTH CLINIC,CA
'07E01216,2017,fqhc,ATCHISON COMMUNITY HEALTH CLINIC,DC
'07E01216,2016,fqhc,ATCHISON COMMUNITY HEALTH CLINIC,HI
'07E01216,2015,fqhc,ATCHISON COMMUNITY HEALTH CLINIC,IN
'04E00480,2019,fqhc,ATHENS NEIGHBORHOOD HEALTH CENTER,AL
'04E00480,2018,fqhc,ATHENS NEIGHBORHOOD HEALTH CENTER,CA
'04E00480,2017,fqhc,ATHENS NEIGHBORHOOD HEALTH CENTER,CO
'04E00480,2016,fqhc,ATHENS NEIGHBORHOOD HEALTH CENTER,GA
'04E00480,2015,fqhc,ATHENS NEIGHBORHOOD HEALTH CENTER,IL
'04E00480,2014,fqhc,ATHENS NEIGHBORHOOD HEALTH CENTER,LA
'04E00480,2013,fqhc,ATHENS NEIGHBORHOOD HEALTH CENTER,ME
'04E00480,2012,fqhc,ATHENS NEIGHBORHOOD HEALTH CENTER,MO
'027710,2019,fqhc,ATLANTICARE HEALTH SERVICES,AK
'027710,2018,fqhc,ATLANTICARE HEALTH SERVICES,CA
'027710,2017,fqhc,ATLANTICARE HEALTH SERVICES,CA
'027710,2016,fqhc,ATLANTICARE HEALTH SERVICES,FL
'027710,2015,fqhc,ATLANTICARE HEALTH SERVICES,IL
'027710,2014,fqhc,ATLANTICARE HEALTH SERVICES,KY
'027710,2013,fqhc,ATLANTICARE HEALTH SERVICES,MD
'027710,2012,fqhc,ATLANTICARE HEALTH SERVICES,MT
'027710,2011,fqhc,ATLANTICARE HEALTH SERVICES,NC
'1486,2010,fqhc,ATLANTICARE HEALTH SERVICES,NY
'365,2009,fqhc,ATLANTICARE HEALTH SERVICES,OH
'352,2008,fqhc,ATLANTICARE HEALTH SERVICES,PA
'1362,2007,fqhc,Atlanticare Health Services,SC
'2163,2006,fqhc,Atlanticare Health Services,TX
'1672,2005,fqhc,Atlanticare Health Services,VT
'919,2004,fqhc,Atlanticare Health Services,WA
'04E01244,2019,fqhc,"AUDUBON AREA COMMUNITY CARE CLINIC, INC.",AL
'04E01244,2018,fqhc,"AUDUBON AREA COMMUNITY CARE CLINIC, INC.",CA
'04E01244,2017,fqhc,"AUDUBON AREA COMMUNITY CARE CLINIC, INC.",CO
'059720,2017,fqhc,"AUNT MARTHA&#39;S HEALTH &AMP; WELLNESS, INC.",CO
